Id,0.0,1.0,2.0,3.0,predicted,target
0,0.040411827299487946,0.4759695042162085,0.242636900636151,0.24098176784815253,1.0,3.0
1,0.6362743366617676,0.2660590987745834,0.060812691818642746,0.03685387274500642,0.0,0.0
2,0.06615733901632984,0.13936109198839838,0.6028916739260843,0.1915898950691874,2.0,3.0
3,0.22448353768947985,0.3508081670624309,0.2685740261378551,0.15613426911023412,1.0,2.0
4,0.40299042068302054,0.004293774052042947,0.02098687235239506,0.5717289329125413,3.0,1.0
5,0.2780475773070603,0.2691788843434167,0.39549555979858947,0.05727797855093353,2.0,1.0
6,0.8315000408609149,0.08360427633469099,0.02643061972363495,0.058465063080759175,0.0,1.0
7,0.012931026502062628,0.033267319581436985,0.6019227415208936,0.3518789123956067,2.0,2.0
8,0.5127723705971605,0.36323211586323784,0.0303091328732101,0.09368638066639144,0.0,0.0
9,0.3236575649059949,0.39238645026899094,0.04063021377789603,0.24332577104711822,1.0,1.0
10,0.808732932329473,0.059937278988408005,0.03242780830795136,0.09890198037416757,0.0,0.0
11,0.6058598031326906,0.33024987603316186,0.04727332403617288,0.016616996797974636,0.0,1.0
12,0.012808399317401893,0.5879536844617079,0.11222249485407672,0.28701542136681346,1.0,1.0
13,0.022317928583905158,0.16901316571986985,0.4805006941150526,0.3281682115811723,2.0,2.0
14,0.15541047161043017,0.28511643335219,0.2476443536045193,0.31182874143286055,3.0,3.0
15,0.08064901469965324,0.019908982293330386,0.4473751217762688,0.4520668812307475,3.0,3.0
16,0.6364882974960075,0.08289398096377325,0.08199132019531832,0.19862640134490084,0.0,0.0
17,0.11519043870038206,0.016466107821029023,0.7297252449281155,0.1386182085504735,2.0,3.0
18,0.10594538470882976,0.03725509599919805,0.7152194182156411,0.14158010107633104,2.0,3.0
19,0.011571364066564204,0.6339727053485038,0.06817754721666854,0.2862783833682634,1.0,1.0
20,0.19160371491102962,0.5702669414561944,0.22237847673984368,0.01575086689293227,1.0,1.0
21,0.06332453433797573,0.11851475200579067,0.5970982329549721,0.22106248070126142,2.0,2.0
22,0.06227033199255658,0.0797852208646712,0.5714991982522857,0.28644524889048667,2.0,3.0
23,0.22145871188279476,0.14049017734366984,0.06110100882201959,0.5769501019515159,3.0,3.0
24,0.021013771290939225,0.037699390638075536,0.7261368090458752,0.21515002902511005,2.0,2.0
25,0.005061290986805453,0.2996855417513354,0.4372900727247459,0.2579630945371132,2.0,3.0
26,0.2190343405067082,0.32884466126549367,0.2932892621714422,0.15883173605635598,1.0,0.0
27,0.004612375270086155,0.6360553443036572,0.0850658431607685,0.2742664372654881,1.0,1.0
28,0.8964285552190142,0.0516083312464699,0.0058569845371975945,0.04610612899731829,0.0,0.0
29,0.7886639454770287,0.15553404786404001,0.004442776592476785,0.05135923006645452,0.0,0.0
30,0.01907431054340232,0.025101967956836318,0.806220637540951,0.14960308395881036,2.0,2.0
31,0.1466838768718868,0.00118298134900249,0.5598819986434318,0.29225114313567885,2.0,2.0
32,0.003301299100200332,0.015544127184573424,0.8257973111475174,0.15535726256770888,2.0,2.0
33,0.14332747647460706,0.28938537587206314,0.27250391757321046,0.2947832300801194,3.0,3.0
34,0.01548360814503096,0.14711840434980322,0.4887046339632223,0.34869335354194353,2.0,3.0
35,0.15341800490383045,0.4345607555534997,0.09422219245315044,0.3177990470895194,1.0,1.0
36,0.5931819409760974,0.009559375749414614,0.16852064467147884,0.2287380386030092,0.0,0.0
37,0.492862549994237,0.0025272971001738553,0.28675955196662295,0.2178506009389662,0.0,2.0
38,0.7678606563842544,0.09695976470564663,0.018766754375838884,0.11641282453426012,0.0,0.0
39,0.6610731045703043,0.23538478005964866,0.07549734617317293,0.02804476919687406,0.0,0.0
40,0.09118913753087536,0.09533299047465753,0.6486708780924689,0.16480699390199824,2.0,2.0
41,0.6959004592225824,0.1757879199498092,0.08746159099678237,0.04085002983082613,0.0,0.0
42,0.017102077917396284,0.13154300194926954,0.68023584492858,0.17111907520475406,2.0,2.0
43,0.22188875912240255,0.16946261355494657,0.035870967983175885,0.572777659339475,3.0,1.0
44,0.004913839319823166,0.1661587308543801,0.4585605292612438,0.37036690056455296,2.0,3.0
45,0.020106196303534628,0.16051069957009736,0.06112562956955383,0.7582574745568142,3.0,1.0
46,0.5974178468045495,0.38547744065806716,0.0011492650706657732,0.015955447466717718,0.0,0.0
47,0.002734214184464468,0.04875599731714696,0.7655942092284214,0.1829155792699673,2.0,2.0
48,0.007118835766724671,0.005476978494569928,0.7642820854467754,0.22312210029193003,2.0,2.0
49,0.22083611594372532,0.04088322362005772,0.35621469564415253,0.38206596479206445,3.0,3.0
50,0.7653904934445308,0.17957477881623085,0.039834756102644635,0.015199971636593841,0.0,0.0
51,0.3277165096721605,0.37220730012115716,0.0850540483603468,0.21502214184633567,1.0,1.0
52,0.5059445395194233,0.19071302435309598,0.18546377061972877,0.11787866550775182,0.0,0.0
53,0.6211569067865575,0.23744629629580913,0.050222960992648606,0.09117383592498474,0.0,1.0
54,0.02428100592251332,0.5508541228484196,0.02058428108748142,0.40428059014158574,1.0,1.0
55,0.3101795632572778,0.5294783341291943,0.0743074663979145,0.08603463621561334,1.0,0.0
56,0.07195166447609508,0.11500625241789332,0.14694257262878996,0.6660995104772216,3.0,3.0
57,0.13567450420339966,0.1032464104605953,0.08118348333994961,0.6798956019960555,3.0,3.0
58,0.0973590003989755,0.013061294180288981,0.38738986155050054,0.502189843870235,3.0,2.0
59,0.031151806972799068,0.007117508003708076,0.482972999377509,0.4787576856459838,2.0,3.0
60,0.7307818094726982,0.22869134664015406,0.02656546794576031,0.01396137594138758,0.0,0.0
61,0.3812301513722176,0.10367674327283283,0.11267494984379202,0.40241815551115756,3.0,1.0
62,0.006701657547333643,0.45868670037024434,0.18575410461775105,0.3488575374646709,1.0,2.0
63,0.004006019223396776,0.2913169971216572,0.2415282181002571,0.4631487655546888,3.0,2.0
64,0.016333346643297875,0.02003099037416427,0.7588905343465563,0.20474512863598163,2.0,2.0
65,0.12938579377144757,0.17632021516880864,0.5278429013108336,0.16645108974891015,2.0,2.0
66,0.7433255885557751,0.049748097994156755,0.054986847191857396,0.15193946625821073,0.0,0.0
67,0.06601784664724368,0.6982216561774107,0.01855419062837201,0.2172063065469734,1.0,1.0
68,0.047380094972831174,0.14603614882474977,0.01935097403616521,0.7872327821662539,3.0,3.0
69,0.00918254972906461,0.17687548662602293,0.590468253538197,0.22347371010671555,2.0,3.0
70,0.08555890730467086,0.16040707683325683,0.00205770934783422,0.7519763065142382,3.0,3.0
71,0.021258659326443077,0.3937761059918308,0.08232086101004185,0.5026443736716841,3.0,1.0
72,0.08410976636298817,0.0059517890479574564,0.7909373566159276,0.11900108797312677,2.0,2.0
73,0.7690685432316252,0.21829972114178237,0.0005291929779270481,0.012102542648665334,0.0,0.0
74,0.04807577004834044,0.7687388826580729,0.03295628475236321,0.1502290625412234,1.0,1.0
75,0.011453835813981465,0.01207075292332028,0.7397833087202464,0.2366921025424517,2.0,2.0
76,0.009048986814927768,0.30187912589373267,0.060689086935713246,0.6283828003556263,3.0,3.0
77,0.189072475440059,0.030924663770124497,0.15689702516360932,0.6231058356262072,3.0,2.0
78,0.008406331362124205,0.017554754949006542,0.798066565629324,0.17597234805954518,2.0,2.0
79,0.5199379991555697,0.3154828219670137,0.08586554412262691,0.0787136347547897,0.0,0.0
80,0.22263963418066202,0.43629789718353595,0.03696935214242658,0.3040931164933756,1.0,1.0
81,0.37928839045768137,0.4776502508398099,0.11511750749060619,0.02794385121190249,1.0,1.0
82,0.028359607192939954,0.04516736070995504,0.49841356198458336,0.42805947011252155,2.0,3.0
83,0.11167637853350486,0.06447824017660107,0.40772962349952396,0.41611575779037,3.0,0.0
84,0.01222472059991482,0.7869786321976523,0.02281715198622204,0.17797949521621093,1.0,1.0
85,0.008310865113256256,0.5540153238717608,0.11925958432148102,0.318414226693502,1.0,1.0
86,0.006420908290803102,0.028396795993400274,0.6252180931995717,0.339964202516225,2.0,2.0
87,0.6715372917148397,0.15919842127298586,0.10330906469344518,0.06595522231872951,0.0,0.0
88,0.19209483954204712,0.039267851475528665,0.07125946833518271,0.6973778406472415,3.0,3.0
89,0.42545677773941215,0.34373852076285183,0.2049136660016612,0.025891035496074934,0.0,1.0
90,0.020642732366986237,0.23489468316328754,0.24726489085307243,0.4971976936166537,3.0,3.0
91,0.12945897781173826,0.22138088883417964,0.19095599628583343,0.45820413706824864,3.0,0.0
92,0.4876229096802194,0.14106132399319873,0.07814943045110292,0.29316633587547897,0.0,1.0
93,0.05945446324376959,0.15553572571402433,0.30054000889687266,0.4844698021453334,3.0,3.0
94,0.6028385247982523,0.27841656881363563,0.05972115366897899,0.059023752719132884,0.0,0.0
95,0.9003110143932064,0.011842645131880237,0.03435310062578883,0.05349323984912445,0.0,0.0
96,0.1245537496386477,0.055731593343425256,0.07622204450284403,0.7434926125150829,3.0,3.0
97,0.06353104528761211,0.004838406406936887,0.6756143513627857,0.2560161969426654,2.0,2.0
98,0.6807303695455551,0.255852858341081,0.04129959055005314,0.022117181563310866,0.0,0.0
99,0.038500810386361356,0.5763688347314304,0.10302880618124112,0.2821015487009671,1.0,2.0